id,name,owner,capacity,fuel,year
1755,Windpark Galgenberg,,30.4,Wind,2010
1756,Windpark Harthäuser Wald,,42.0,Wind,2015
1757,Windpark Kohlenstraße,,23.1,Wind,2015
1758,Windpark Ravenstein,,10.12,Wind,2015
1759,Windpark Berg,,12.0,Wind,2015
1760,WP Titting,,21.51,Wind,2015
1761,Windpark Thalmässing,,15.38,Wind,2015
1762,Windpark Lonnerstadt,,12.0,Wind,2015
1763,WP Dinkelsbühl-Wilburgstetten (ehemals WP Eichelberg),,13.2,Wind,2015
1764,WP Gesater Wald,Onshore Wind Gesater Wald GmbH & Co. KG,12.0,Wind,2015
1765,Windpark Birkenfels,,10.0,Wind,2015
1766,Windpark Velburg,LHI Green Infrastructure Wind Deutschland III GmbH & Co. KG,12.0,Wind,2015
1767,Windpark Hohenzellig,,19.2,Wind,2015
1768,Windpark Fasanerie,,10.0,Wind,2010
1769,VR Windpark Thurnau GmbH & Co. KG,,24.0,Wind,2015
1770,OSTWINDpark Rotmainquelle,,12.0,Wind,2015
1771,Windpark Korbersdorf-Seußen,,12.0,Wind,2015
1772,Bürgerwindpark Sailershäuser Wald GmbH & Co. KG,,24.0,Wind,2015
1773,Windpark Werneck-Eßleben,,12.0,Wind,2015
1774,Windpark Obbach,Windpark Obbach GmbH & Co. KG,12.5,Wind,2015
1775,Großbardorf-Sulzfeld,,13.2,Wind,2016
1776,Windpark Creglingen-Klosterwald,,22.8,Wind,2015
1777,Windpark Krackow-Glasow,,46.1,Wind,2015
1778,Windpark Kublank III,,13.8,Wind,2015
1779,Repowering WP Helmshagen,,18.5,Wind,2015
1780,Windpark Hohen Luckow Erweiterung,,22.39,Wind,2015
1781,Windpark Kurzen Trechow / Bernitt,WP Kurzen Trechow GmbH,15.25,Wind,2014
1782,WP Kambs NBK/2014/3924948/IW,,22.5,Wind,2015
1783,Windpark Glasewitz,,15.3,Wind,2014
1784,Windpark Tribsees,,18.3,Wind,2015
1785,Windpark Kurzen Trechow,,18.3,Wind,2014
1786,GLS Windpark Schleiden,,39.65,Wind,2015
1787,Asselner Windpark,,26.5,Wind,2015
1788,Bürgerwindpark Hollich Sellen,,24.0,Wind,2015
1789,Bürgerwindpark Lichtenau - Westernfeld-Buchgarten,,20.55,Wind,2015
1790,Windpark Huser Klee,,15.2,Wind,2015
1791,Windpark Hassel,,12.4,Wind,2015
1792,WP Huser Klee,,12.2,Wind,2015
1793,Bürgerwindpark Wettringen Strönfeld,,12.0,Wind,2016
1794,Windpark Kittelbusch,,12.0,Wind,2015
1795,Windpark Haaren-Leiberg IV (Erweiterung),,10.7,Wind,2015
1796,Windpark Galgenberg,,30.4,Wind,2010
1797,Veldenz-Gornhausen-Monzelfeld,,18.3,Wind,2015
1798,Windpark Kürrenberg GmbH & Co.KG,,15.25,Wind,2015
1799,Hartenfelser Kopf,,12.8,Wind,2015
1800,Windpark Dittelsheim-Heßloch II,,10.1,Wind,2014
1801,WP Alpenrod,,10.0,Wind,2010
1802,WP Wawern,,14.0,Wind,2010
1803,WP Himmelwald,,13.9,Wind,2015
1804,Windpark Schiffweiler,,12.5,Wind,2014
1805,Weiskirchen-Schimmelkopf,,12.2,Wind,2015
1806,Windpark Naundorf,,14.3,Wind,2015
1807,Windpark Hüselitz,,92.4,Wind,2015
1808,Windpark Garlipp III,,13.0,Wind,2014
1809,WP Hüselitz 1 GmbH & Co. KG,,13.2,Wind,2015
1810,Windpark Zerbst,,30.0,Wind,2015
1811,Windpark Walsleben Goldbeck,,21.3,Wind,2014
1812,Windpark Dobberkau II,,12.5,Wind,2015
1813,WP Stößen,,18.0,Wind,2010
1814,Windpark Beesenstedt (Ost),Voltwerk WP Beesenstedt GmbH & Co. KG,13.8,Wind,2010
1815,WP Hüselitz 2 GmbH & Co. KG,,13.2,Wind,2015
1816,Mittelhausen,,12.0,Wind,2010
1817,Reinstedt,,12.0,Wind,2010
1818,WP Löbitz-Görschen,,10.0,Wind,2010
1819,WP Molau II,,10.0,Wind,2010
1820,Bürgerwindpark Eider,,69.3,Wind,2014
1821,Brunsbüttel West Repowering,,36.0,Wind,2010
1822,Bürgerwindpark Reußenköge GmbH & Co. KG,Bürgerwindpark Reußenköge GmbH & Co. KG,208.8,Wind,2003
1823,Bökingharder Windpark GmbH & Co KG,,19.8,Wind,2015
1824,Eggstedt/Süderhastedt III,,29.0,Wind,2014
1825,WP Hamer-Steenfeld / Projektnummer: 44666,,19.2,Wind,2015
1826,Windpark Blye Repowering,,25.6,Wind,2015
1827,WP Sillerup Repowering,,12.74,Wind,2015
1828,Bürgerwindpark Dagebüll GmbH & Co. KG,,17.0,Wind,2015
1829,BBE Windpark GmbH &Co. KG,,15.3,Wind,2015
1830,Alt- Bennebek,,15.3,Wind,2015
1831,Bürgerwindpark Brebek GmbH & Co.KG,,15.0,Wind,2015
1832,Windpark Wiesental,,17.5,Wind,2010
1833,BWP3 Behrendorf,,16.1,Wind,2015
1834,Kattrepel/Westerbelmhusen Erweiterung,,13.6,Wind,2015
1835,BürgerWindpark Wittbek GmbH &Co.KG,,13.2,Wind,2015
1836,Windpark Grevenkop,,12.8,Wind,2015
1837,BWP Rantrum III GmbH & Co. KG,,12.68,Wind,2015
1838,WP Beidenfleth,,12.2,Wind,2015
1839,Bürgerwindpark Osterstedt GmbH & Co. KG,,12.0,Wind,2015
1840,Bürgerwindpark Janneby eG,,11.87,Wind,2015
1841,WP Marner Neuenkoogsdeich Repowering,,11.7,Wind,2015
1842,Windpark Norddahl,,11.5,Wind,2016
1843,Steife Brise,,10.1,Wind,2015
1844,Windpark Oldenswort,,11.5,Wind,2015
1845,Bürgerwindpark Schwesing,,10.2,Wind,2015
1846,Kronprinzenkoog LEP,,10.11,Wind,2014
1847,Windpark Schülp bei Nortorf,,10.0,Wind,2015
1848,Windpark Mihla,,15.25,Wind,2015
1849,,Exxon Mobil Production Deutschland GmbH,30.2,Gas,2014
1850,Großbatteriesystem (GBS)-Lünen,STEAG Battery System GmbH,15.0,Other,2016
1851,Großbatteriesystem (GBS)-Weiher,STEAG Battery System GmbH,15.0,Other,2016
1852,Großbatteriesystem (GBS)-Herne,STEAG Battery System GmbH,15.0,Other,2016
1853,Großbatteriesystem (GBS)-Fenne,STEAG Battery System GmbH,15.0,Other,2016
1854,Großbatteriesystem (GBS)-Walsum,STEAG Battery System GmbH,15.0,Other,2016
1855,Großbatteriesystem (GBS)-Bexbach,STEAG Battery System GmbH,15.0,Other,2016
1856,GuD,Stadtwerke Düsseldorf AG,595.0,Gas,2016
1857,Niehl 3,RheinEnergie AG,459.9,Gas,2016
1858,Heizkraftwerk FL,Stadtwerke Flensburg GmbH,78.0,Gas,2016
1859,KW Mittelsbüren,Gemeinschaftskraftwerk Bremen GmbH und Co. KG,444.5,Gas,2016
1860,Energieversogung Wedding,Bayer AG,15.0,Gas,1972
1861,HW Windpark Groß Welle,HelveticWind Deutschland GmbH,20.0,Wind,2006
1862,HW Windpark Prötzel,HelveticWind Deutschland GmbH,18.0,Wind,2006
1863,HW Windpark Wulkow,HelveticWind Deutschland GmbH,10.0,Wind,2007
1864,Gode Wind 1,Gode Wind 1 Offshore Wind Farm GmbH & Co. OHG,344.52,Wind,2016
1865,Gode Wind 2,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. OHG,263088.0,Wind,2016
1866,BSKW-SN,Batteriespeicher Schwerin GmbH & Co. KG,12.5,Other,2014
1867,Windpark Simmerath,STAWAG Energie GmbH,23.1,Wind,2016
1868,Windpark Aldenhoven,STAWAG Solar GmbH,15.4,Wind,2014
1869,Windpark Linnich,STAWAG Solar GmbH,25.6,Wind,2016
1870,UWBehringenWind,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,21.8,Wind,2015
1871,WEPNeuenwalde ,EWE ERNEUERBARE ENERGIEN GmbH,25.2,Wind,2005
1872,WEPRysumerNacken,EWE ERNEUERBARE ENERGIEN GmbH,26.4,Wind,
1873,HSW Windpark Groß Niendorf ,HSW Windpark Groß Niendorf GmbH & Co. KG,12.3,Wind,2014
1874,Windenergie Rieste GmbH & Co. KG,Stadtwerke Osnabrück AG,12.9,Wind,2016
1875,Windpark Oberthal GmbH,Windpark Oberthal GmbH,12.3,Wind,2013
1876,Windpark Perl GmbH,Windpark Perl GmbH,21.5,Wind,2013
1877,Windpark Zölkow GmbH & Co. KG,Windpark Zölkow GmbH & Co. KG,40.0,Wind,2007
1878,15712 Königs Wusterhaussen,ABO Wind UW Uckley GmbH & Co. KG,33.0,Wind,2017
1879,Düshorner Heide,innogy SE,26.0,Wind,2014
1880,36132 Eiterfeld,Trianel Windpark Buchenau GmbH & Co. KG,17.3,Wind,2016
1881,Windpark Lähden GbR,Windpark Lähden GbR,10.9,Wind,2013
1882,Windpark Ostwestfalen,Windpark Ostwestfalen GmbH & Co. KG,15.0,Wind,2016
1883,2000-7317,GeFa Windkraft GmbH  Co. KG,16.8,Wind,2014
1884,"WPBütow,17209Bütow",Windenergie Bütow GmbH & Co. KG,15.25,Wind,2016
1885,"WPHeidehofIII, 14913Markendorf",Windpark GmbH & Co. Heidehof III KG,18.4,Wind,2016
1886,WP Kassieck-LindstedtI V,Windpark Kassieck-Lindstedt IV GmbH & Co. KG,2.3,Wind,2014
1887,"zum Eggeberg, 37688",Windpark Twerberg GmbH & Co. KG,13.2,Wind,2017
1888,-,Windpark Stiftswald GmbH & Co. KG,27.0,Wind,2016
1889,WindparkWaldow,Windpark Waldow OHG,28.0,Wind,2003
1890,Krusemark 2,innogy SE,11.3,Wind,2001
1891,UWOettelin,ENERTRAG Aktiengesellschaft,35.0,Wind,2013
1892,UWNeuRietzOst,ENERTRAG Aktiengesellschaft,26.0,Wind,2014
1893,UWWoltersdorf,ENERTRAG Aktiengesellschaft,57.0,Wind,2015
1894,Eggebek,Mainova AG,83.9,Solar,2011
1895,Ford Saarlouis,Ford-Werke GmbH,22.0,Gas,2016
1896,Regensburg,BMW AG,10.6,Gas,2012
1897,Regensburg,BMW AG,2.65,Gas,2016
1898,Gasturbinen-HKW St. Wendel,Fresenius Medical Care Deutschland GmbH,19.5,Gas,2014
1899,Turbine 4,KÄMMERER Energie GmbH,9.5,Other,1962
1900,Turbine 5,KÄMMERER Energie GmbH,9.8,Other,1972
1901,,Zweite Energieversorgungscenter Dresden-Wilschdorf GmbH & Co. KG,33.9,Gas,2005
1902,AVG Köln,AVG Köln mbH,18.0,Waste,2017
1903,HKW West M5,Mainova AG,38.7,Gas,2018
1904,"Vorarlberger Illwerke AG ""Rellswerk""",EnBW Energie Baden-Württemberg AG,12.0,Hydro,2017
1905,Werk Kalscheuren,Orion Engineered Carbons GmbH,26.5,Other,1967
1906,Windpark Freudenberg,MVV Energie AG,16.8,Wind,2016
1907,Windpark Hain Ost,,13.8,Wind,2016
1908,KWK Dingolfing BA 1,BMW AG,16.0,Gas,2017
1909,Speicherfarm Leipzig,BMW AG,12.5,Other,2018
1910,Offshore Windpark Nordergründe,OWP Nordergründe GmbH & Co. KG,110.7,Wind,2017
1911,Wikinger,Iberdrola Renovables Offshore Deutschland GmbH,353.5,Wind,2017
1912,WP Fleetmark II,PROKON Regenerative Energien eG,13.2,Wind,2017
1913,WP Schönwalde-Altenkrempe,PROKON Regenerative Energien eG,19.8,Wind,2017
1914,Windpark Wadern-Felsenberg GmbH,Windpark Wadern-Felsenberg GmbH,10.35,Wind,2017
1915,Windpark Creußen,Trianel Windpark Creußen GmbH & Co. KG,14.4,Wind,2017
1916,WP Felsberg Green Energy,Felsberg Green Energy GmbH & Co. KG,15.0,Wind,2017
1917,Windpark Gebersreuth,Trianel Windpark Gebersreuth GmbH & Co. KG,24.0,Wind,2017
1918,Windpark Gerdau-Schwienau,PNE WIND AG,16.3,Wind,2017
1919,WP Grebenau,LHI SolarWind Grebenau GmbH & Co. KG,13.2,Wind,2017
1920,Trianel Windpark Vogelherd,Trianel Windpark Vogelherd GmbH & Co. KG,19.2,Wind,2017
1921,,Neuenkrug Beteiligungspool GmbH,21525.0,Wind,2012
1922,WP Benzweiler,PROKON Regenerative Energien eG,13.2,Wind,2017
1923,Windpark Aachen Nord GmbH & Co. KG,STAWAG Energie GmbH,12.1,Wind,2017
1924,Windpark Groß Eilstorf,enercity AG,52.3,Wind,2011
1925,UW Uckerthal,ENERTRAG Aktiengeselschaft,20.7,Wind,2017
1926,EWE Windpark Hatten,EWE ERNEUERBARE ENERGIEN GmbH,19.8,Wind,2016
1927,HSW Windpark Ahorn-Buch,HSW Windpark Ahorn-Buch GmbH & Co. KG,11.1,Wind,2017
1928,Windpark Kreuzstein,Windpark Kreuzstein GmbH & Co. KG,24.0,Wind,2017
1929,,Holcim (Süddeutschland) GmbH,10.1,Other,2007
1930,WP Schipkau Süd,KGE Schipkau Süd 1 GmbH & Co. KG,16.5,Wind,2017
1931,Wiedenfelder Höhe A+B,innogy SE,13.2,Wind,2017
1932,Eschweiler-Nord A,innogy SE,12.8,Wind,2017
1933,Eschweiler-Fronhoven A,innogy SE,28.5,Wind,2017
1934,Umspannwerk Lonsheim,innogy SE,17.0,Wind,2012
1935,Windpark Rheinhessen I,innogy SE,12.2,Wind,2002
1936,Windpark Rhede,innogy SE,14.3,Wind,2010
1937,Umspannwerk WP S,innogy SE,29.0,Wind,2002
1938,WPD Windpark,innogy SE,19.6,Wind,2016
1939,K5/T7,Stadtwerke Flensburg GmbH,29.0,Gas,2016
1940,WPD Windpark,innogy SE,19.8,Wind,2017
1941,ENNI RMI Windpark Kohlenhuck Projektgesellschaft mbH,STEAG New Energies GmbH,12.0,Wind,2017
1942,Nordsee One,Nordsee One GmbH,332.1,Wind,2017
1943,OWP Veja Mate,Veja Mate Offshore Project GmbH,402.0,Wind,
1944,HKW 3 Stuttgart-Gaisburg,EnBW Energie Baden-Württemberg AG,29151.0,Gas,2018
1945,"Vorarlberger Illwerke AG ""Obervermuntwerk II""",EnBW Energie Baden-Württemberg AG,360.0,Hydro,2018
1946,HKW Dresden-Nord,DREWAG Stadtwerke Dresden GmbH,11.5,Gas,2018
1947,Wind Wipperdorf,Wind Wipperdorf GmbH & Co. KG,14.4,Wind,2017
1948,CHORUS Wind Kappel,CHORUS Wind Kappel GmbH & Co. KG,16.1,Wind,2015
1949,WP Haren - UW Niederlangen,Windpark Haren Verwaltungsgesellschaft mbH,50.7,Wind,
1950,EWE Windpark Köhlen,EWE ERNEUERBARE ENERGIEN GmbH,27.5,Wind,2016
1951,Windpark Haren - NAP Röchlingstraße,Windpark Haren Verwaltungsgesellschaft mbH,22.1,Wind,
1952,UW Hinte,Windpark Hinte GmbH & Co. Ost KG,36.8,Wind,
1953,,Solarkraftwerk Reckahn II GmbH & Co. KG,13.31,Solar,
1954,Windpark Emden,VW Kraftwerk GmbH,11.5,Wind,2014
1955,UW Genthin Ost,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,26.6,Wind,2014
1956,UW Hermersberg,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,16.7,Wind,2016
1957,UW Schloßvippach West,EEV Erneuerbare Energien Verwaltungs GmbH Dresden,26.7,Wind,2017
1958,Windpark Hungerberg I,Windpark Hungerberg I GmbH & Co. KG,12.2,Wind,2013
1959,Windpark Hungerberg II,Windpark Hungerberg II GmbH & Co. KG,12.2,Wind,2013
1960,HKW Lusan,ENGIE Deutschland GmbH,17.3,Gas,2018
1961,HKW Tinz,ENGIE Deutschland GmbH,22.1,Gas,2018
1962,GM,TEAG Thüringer Energie AG,10.0,Gas,2018
1963,Bürgerwindpark Bordelum III,Bürgerwindpark Bordelum III GmbH & Co. KG,56.3,Wind,2013
1964,WP Grabow-Reesen,Windpark GmbH & Co. Grabow-Reesen KG,18.4,Wind,2014
1965,Windpark Neutz,Windpark Neutz GmbH & Co. KG,22.0,Wind,2012
1966,Windpark Zieger,Windpark Zieger GmbH & Co. KG,11.5,Wind,2011
1967,Windpark Domnitz,Windpark Domnitz GmbH & Co. KG,12.0,Wind,2009
1968,swb Windpark Essel,swb Windpark Essel GmbH & Co. KG,13.2,Wind,2017
1969,KWK Landshut,BMW AG,17.6,Gas,2019
1970,Lichterfelde,Vattenfall Wärme Berlin AG,289.0,Gas,2019
1971,Hybridregelkraftwerk,swb Erzeugung GmbH & Co. KG,18.0,Other,2019
1972,Dampfturbine 5,Mainova AG,38.7,Gas,2018
1973,KWK-Anlage Neukochen,Papierfabrik Palm GmbH & Co. KG,15.0,Gas,1960
1974,Speicherkraftwerk,Allgäuer Überlandwerk GmbH,16.0,Other,2018
1975,Arkona Becken Süd-Ost,AWE-Arkona-Windpark EntwicklungsGmbH,378.0,Wind,2018
1976,Borkum Riffgrund 2,Borkum Riffgrund 2 Offshore Wind Farm GmbH & Co. oHG,464.8,Wind,2018
1977,Batteriespseicher Jordelund,EnspireME GmbH,48.0,Other,2018
1978,Naturstromspeicher Gaildorf,Naturstromspeicher Gaildorf GmbH & Co. KG,13.4,Wind,2017
1979,Dingolfing BA2,BMW AG,13.5,Gas,2019
1980,Küstenkraftwerk K.I.E.L.,Stadtwerke Kiel AG,188.0,Gas,2019
1981,Werk 1.1,BMW AG,13.5,Gas,2019
1982,Werk 1.5,BMW AG,13.6,Gas,2019
